num,brand,model,year,description,location,price
1,Mercedes-Benz,E-Class,2006,"3.2 л (204 л.с.), дизель, АКПП, задний, 350 тыс. км",Майкоп,830000
1,Mercedes-Benz,Mercedes,1992,"2.3 л (136 л.с.), бензин, механика, задний, 220 тыс. км",Майкоп,300000
1,Mercedes-Benz,E-Class,1999,"2.8 л (193 л.с.), бензин, автомат, задний, 360 тыс. км",Дондуковская,280000
1,Mercedes-Benz,E-Class,1991,"3.0 л (220 л.с.), бензин, АКПП, задний, 352 тыс. км",Тахтамукай,200000
1,Mercedes-Benz,C-Class,2011,"1.8 л (156 л.с.), бензин, АКПП, задний, 134 тыс. км",Майкоп,900000
1,Mercedes-Benz,A-Class,2000,"1.6 л (102 л.с.), бензин, механика, передний, 228 тыс. км",Хатукай,250000
1,Mercedes-Benz,GL-Class,2008,"3.0 л (224 л.с.), дизель, АКПП, 4WD, 308 тыс. км",Майкоп,1430000
1,Mercedes-Benz,E-Class,2003,"1.8 л (163 л.с.), бензин, АКПП, задний, 346 тыс. км",Майкоп,685000
1,Mercedes-Benz,C-Class,1993,"2.2 л (150 л.с.), бензин, АКПП, задний, 301 тыс. км",Майкоп,180000
1,Mercedes-Benz,GLK-Class,2013,"2.1 л (170 л.с.), дизель, АКПП, 4WD, 165 тыс. км",Ханская,1700000
1,Mercedes-Benz,M-Class,2009,"3.0 л (224 л.с.), дизель, АКПП, 4WD, 380 тыс. км",Майкоп,1190000
1,Mercedes-Benz,M-Class,2005,"3.5 л (272 л.с.), бензин, АКПП, 4WD, 161 тыс. км",Майкоп,1100000
1,Mercedes-Benz,Mercedes,1990,"2.3 л (132 л.с.), бензин, механика, задний, 100 тыс. км",Майкоп,160000
1,Mercedes-Benz,C-Class,2010,"1.8 л (204 л.с.), бензин, АКПП, задний, 250 тыс. км",Майкоп,1100000
1,Mercedes-Benz,GLC,2018,"2.1 л (204 л.с.), дизель, АКПП, 4WD, 81 тыс. км",Яблоновский,3700000
1,Mercedes-Benz,GLS-Class,2021,"3.0 л (367 л.с.), бензин, автомат, 4WD, 12 тыс. км",Яблоновский,11600000
1,Mercedes-Benz,GLK-Class,2013,"2.1 л (170 л.с.), дизель, АКПП, 4WD, 201 тыс. км",Яблоновский,1749000
1,Mercedes-Benz,C-Class,2009,"1.8 л (156 л.с.), бензин, АКПП, задний, 205 тыс. км",Белореченск (≈ 30 км),600000
1,Mercedes-Benz,C-Class,2001,"2.0 л (129 л.с.), бензин, АКПП, задний, 227 тыс. км",Белореченск (≈ 30 км),340000
1,Mercedes-Benz,S-Class,1997,"3.2 л (231 л.с.), бензин, АКПП, задний, 330 тыс. км",Белореченск (≈ 30 км),950000
1,Mercedes-Benz,GLA-Class,2014,"1.6 л (156 л.с.), бензин, робот, передний, 99 тыс. км",Белореченск (≈ 30 км),1630000
1,Mercedes-Benz,E-Class,2008,"3.0 л (231 л.с.), бензин, АКПП, задний, 162 тыс. км",Белореченск (≈ 30 км),700000
1,Mercedes-Benz,C-Class,2008,"2.1 л (136 л.с.), дизель, АКПП, задний, 290 тыс. км",Белореченск (≈ 30 км),899999
1,Mercedes-Benz,E-Class,2010,"1.8 л (184 л.с.), бензин, АКПП, задний, 204 тыс. км",Белореченск (≈ 30 км),1050000
1,Mercedes-Benz,Vito,1999,"2.3 л (143 л.с.), бензин, механика, передний, 258 тыс. км",Белореченск (≈ 30 км),680000
1,Mercedes-Benz,E-Class,1993,"3.0 л (136 л.с.), дизель, механика, задний, 1 тыс. км",Белореченск (≈ 30 км),500000
1,Mercedes-Benz,E-Class,2018,"2.0 л (184 л.с.), бензин, АКПП, задний, 73 тыс. км",Белореченск (≈ 30 км),3200000
1,Mercedes-Benz,S-Class,2007,"5.5 л (388 л.с.), бензин, АКПП, 4WD, 184 тыс. км",Белореченск (≈ 30 км),1050000
1,Mercedes-Benz,M-Class,2009,"3.0 л (224 л.с.), дизель, АКПП, 4WD, 207 тыс. км",Белореченск (≈ 30 км),1480000
1,Mercedes-Benz,M-Class,2008,"3.5 л (272 л.с.), бензин, АКПП, 4WD, 220 тыс. км",Апшеронск (≈ 50 км),950000
1,Mercedes-Benz,C-Class,2012,"1.8 л (184 л.с.), бензин, АКПП, задний, 198 тыс. км",Лабинск (≈ 60 км),1450000
1,Mercedes-Benz,A-Class,2014,"1.6 л (122 л.с.), бензин, механика, передний, 110 тыс. км",Лабинск (≈ 60 км),950000
1,Mercedes-Benz,G-Class,1998,"3.0 л (177 л.с.), дизель, АКПП, 4WD, 320 тыс. км",Лабинск (≈ 60 км),1600000
1,Mercedes-Benz,C-Class,2000,"2.0 л (129 л.с.), бензин, АКПП, задний, 400 тыс. км",Лабинск (≈ 60 км),280000
1,Mercedes-Benz,CLK-Class,2002,"2.6 л (170 л.с.), бензин, АКПП, задний",Лабинск (≈ 60 км),600000
1,Mercedes-Benz,C-Class,2001,"2.1 л (143 л.с.), дизель, АКПП, задний, 431 тыс. км",Хадыженск (≈ 70 км),360000
1,Mercedes-Benz,S-Class,2002,"3.2 л (195 л.с.), дизель, АКПП, задний, 321 тыс. км",Хадыженск (≈ 70 км),600000
1,Mercedes-Benz,Mercedes,1988,"механика, задний, 457 тыс. км",Яблоновский,100000
1,Mercedes-Benz,E-Class,2022,"2.0 л (197 л.с.), бензин, АКПП, 4WD, < 1 тыс. км",Яблоновский,5200000
1,Mercedes-Benz,C-Class,2013,"1.6 л (156 л.с.), бензин, АКПП, задний, 250 тыс. км,  белый",Майкоп,1300000
1,Mercedes-Benz,190,1987,"2.0 л (72 л.с.), дизель, механика, задний, 600 тыс. км",Майкоп,200000
1,Mercedes-Benz,E-Class,2000,"2.8 л (204 л.с.), бензин, АКПП, задний, 507 тыс. км",Тахтамукай,350000
2,Mercedes-Benz,E-Class,2021,"2.0 л (197 л.с.), бензин, АКПП, 4WD, 21 тыс. км",Уфа,4940000
2,Mercedes-Benz,CLA-Class,2013,"2.0 л (360 л.с.), бензин, робот, 4WD, 67 тыс. км",Уфа,2300000
2,Mercedes-Benz,A-Class,2014,"1.6 л (156 л.с.), бензин, робот, передний, 114 тыс. км",Октябрьский,1250000
2,Mercedes-Benz,GLC,2015,"2.0 л (211 л.с.), бензин, АКПП, 4WD, 137 тыс. км",Уфа,2550000
2,Mercedes-Benz,S-Class,2015,"5.5 л (585 л.с.), бензин, робот, 4WD, 95 тыс. км",Уфа,4473189
2,Mercedes-Benz,C-Class,2013,"1.6 л (156 л.с.), бензин, АКПП, задний, 148 тыс. км",Стерлитамак,1150000
2,Mercedes-Benz,E-Class,2010,"1.8 л (184 л.с.), бензин, АКПП, задний, 112 тыс. км",Уфа,1249000
2,Mercedes-Benz,M-Class,2005,"3.5 л (272 л.с.), бензин, АКПП, 4WD, 300 тыс. км",Уфа,800000
2,Mercedes-Benz,S-Class,2008,"3.5 л (272 л.с.), бензин, АКПП, 4WD, 220 тыс. км",Уфа,850000
2,Mercedes-Benz,S-Class,1995,"3.4 л (150 л.с.), дизель, автомат, задний, 10 тыс. км",Дюртюли,400000
2,Mercedes-Benz,Vito,2003,"2.1 л (109 л.с.), дизель, механика, задний, 321 тыс. км",Уфа,787000
2,Mercedes-Benz,GLK-Class,2009,"3.0 л (231 л.с.), бензин, АКПП, 4WD, 89 тыс. км",Стерлитамак,1450000
2,Mercedes-Benz,G-Class,2012,"5.4 л (507 л.с.), бензин, АКПП, 4WD, 300 тыс. км",Октябрьский,5800000
2,Mercedes-Benz,G-Class,1994,"3.4 л (136 л.с.), дизель, АКПП, 4WD",Октябрьский,750000
2,Mercedes-Benz,C-Class,2007,"2.5 л (204 л.с.), бензин, АКПП, задний, 293 тыс. км",Белебей,775000
2,Mercedes-Benz,E-Class,2012,"3.5 л (306 л.с.), бензин, АКПП, 4WD, 243 тыс. км",Уфа,1250000
2,Mercedes-Benz,S-Class,1995,"6.0 л (394 л.с.), бензин, АКПП, задний",Стерлитамак,450000
2,Mercedes-Benz,S-Class,2014,"4.7 л (455 л.с.), бензин, АКПП, 4WD, 195 тыс. км",Уфа,2385000
2,Mercedes-Benz,M-Class,2006,"3.0 л (190 л.с.), дизель, АКПП, 4WD, 236 тыс. км",Уфа,950000
2,Mercedes-Benz,S-Class,2002,"5.8 л (367 л.с.), бензин, АКПП, задний, 118 тыс. км",Уфа,330000
2,Mercedes-Benz,GLS-Class,2019,"2.9 л (330 л.с.), дизель, АКПП, 4WD, 63 тыс. км",Уфа,9500000
2,Mercedes-Benz,GLA-Class,2015,"2.0 л (211 л.с.), бензин, робот, 4WD, 150 тыс. км",Амзя,2000000
2,Mercedes-Benz,S-Class,2005,"5.5 л (388 л.с.), бензин, АКПП, задний, 400 тыс. км",Уфа,960000
2,Mercedes-Benz,GLE Coupe,2016,"3.0 л (249 л.с.), дизель, АКПП, 4WD, 128 тыс. км",Уфа,4250000
2,Mercedes-Benz,A-Class,2013,"1.6 л (122 л.с.), бензин, робот, передний, 120 тыс. км",Уфа,1050000
2,Mercedes-Benz,E-Class,2000,"2.1 л (116 л.с.), дизель, АКПП, задний",Стерлитамак,275000
2,Mercedes-Benz,S-Class,2006,"5.5 л (517 л.с.), бензин, АКПП, задний, 165 тыс. км",Уфа,1555000
2,Mercedes-Benz,GL-Class,2013,"3.0 л (249 л.с.), дизель, АКПП, 4WD, 220 тыс. км",Уфа,2800000
2,Mercedes-Benz,GLK-Class,2015,"2.0 л (211 л.с.), бензин, АКПП, 4WD, 134 тыс. км",Уфа,1899000
2,Mercedes-Benz,E-Class,1997,"2.4 л (170 л.с.), бензин, АКПП, задний, 450 тыс. км",Туймазы,240000
2,Mercedes-Benz,A-Class,1999,"1.7 л (90 л.с.), дизель, механика, передний, 155 тыс. км",Уфа,290000
2,Mercedes-Benz,GL-Class,2008,"3.0 л (224 л.с.), дизель, АКПП, 4WD, 248 тыс. км",Уфа,1450000
2,Mercedes-Benz,GLS-Class,2019,"2.9 л (330 л.с.), дизель, АКПП, 4WD, 47 тыс. км",Уфа,9300000
2,Mercedes-Benz,SL-Class,2005,"5.0 л (306 л.с.), бензин, АКПП, задний, 69 тыс. км",Стерлитамак,2500000
2,Mercedes-Benz,E-Class,2014,"2.1 л (204 л.с.), дизель, АКПП, 4WD, 197 тыс. км",Уфа,2080000
2,Mercedes-Benz,GLK-Class,2012,"2.1 л (170 л.с.), дизель, АКПП, 4WD, 171 тыс. км",Уфа,1650000
2,Mercedes-Benz,GL-Class,2009,"5.5 л (388 л.с.), бензин, АКПП, 4WD, 358 тыс. км,  черный",Стерлитамак,1090000
2,Mercedes-Benz,S-Class,2017,"3.0 л (367 л.с.), бензин, АКПП, 4WD, 91 тыс. км",Стерлитамак,5110000
2,Mercedes-Benz,E-Class,1987,"2.3 л (136 л.с.), бензин, АКПП, задний, 239 тыс. км",Ишимбай,219999
2,Mercedes-Benz,CLK-Class,2000,"2.3 л (193 л.с.), бензин, АКПП, задний",Сибай,500000
2,Mercedes-Benz,B-Class,2007,"2.0 л (136 л.с.), бензин, вариатор, передний, 250 тыс. км",Уфа,535000
2,Mercedes-Benz,C-Class,1997,"1.8 л (122 л.с.), бензин, механика, задний",Туймазы,330000
2,Mercedes-Benz,C-Class,2001,"2.6 л (170 л.с.), бензин, АКПП, задний",Туймазы,385000
2,Mercedes-Benz,GLK-Class,2008,"3.0 л (231 л.с.), бензин, АКПП, 4WD, 211 тыс. км",Уфа,887000
2,Mercedes-Benz,B-Class,2004,"1.8 л (143 л.с.), бензин, автомат, задний, 375 тыс. км",Октябрьский,520000
2,Mercedes-Benz,GLE,2015,"3.0 л (333 л.с.), бензин, АКПП, 4WD, 82 тыс. км",Уфа,3860000
2,Mercedes-Benz,M-Class,2000,"4.3 л (272 л.с.), бензин, АКПП, 4WD, 400 тыс. км",Уфа,666666
2,Mercedes-Benz,E-Class,2017,"2.0 л (184 л.с.), бензин, АКПП, 4WD, 138 тыс. км",Уфа,2650000
2,Mercedes-Benz,W123,1982,"2.2 л (60 л.с.), дизель, механика, задний, 560 тыс. км",Уфа,248990
2,Mercedes-Benz,GLK-Class,2010,"3.0 л (231 л.с.), бензин, АКПП, 4WD, 127 тыс. км",Уфа,1250000
2,Mercedes-Benz,E-Class,1990,"2.3 л (132 л.с.), бензин, механика, задний, 215 тыс. км",Уфа,83000
2,Mercedes-Benz,GLK-Class,2011,"2.1 л (163 л.с.), дизель, автомат, 4WD, 132 тыс. км",Стерлитамак,1485000
2,Mercedes-Benz,E-Class,2011,"1.8 л (184 л.с.), бензин, АКПП, задний, 182 тыс. км",Туймазы,1111111
2,Mercedes-Benz,Vito,2003,"2.1 л (109 л.с.), дизель, механика, задний, 321 тыс. км",Уфа,799000
2,Mercedes-Benz,C-Class,1993,"1.8 л (122 л.с.), бензин, механика, задний, 301 тыс. км",Дуван,165000
2,Mercedes-Benz,C-Class,2000,"2.0 л (163 л.с.), бензин, механика, задний, 200 тыс. км",Дуван,215000
2,Mercedes-Benz,GLC Coupe,2018,"4.0 л (510 л.с.), бензин, АКПП, 4WD, 5 тыс. км",Уфа,7799000
2,Mercedes-Benz,E-Class,1993,"2.0 л (75 л.с.), дизель, механика, задний",Белорецк,280000
2,Mercedes-Benz,GLK-Class,2012,"2.1 л (170 л.с.), дизель, АКПП, 4WD, 154 тыс. км",Уфа,1539990
2,Mercedes-Benz,GLC,2019,"2.0 л (194 л.с.), дизель, АКПП, 4WD, 48 тыс. км",Уфа,3777000
2,Mercedes-Benz,E-Class,2010,"1.8 л (184 л.с.), бензин, АКПП, задний, 196 тыс. км",Уфа,1089000
2,Mercedes-Benz,CLS-Class,2018,"2.9 л (249 л.с.), дизель, АКПП, 4WD, 61 тыс. км",Уфа,5250000
2,Mercedes-Benz,CLS-Class,2014,"3.0 л (249 л.с.), дизель, АКПП, 4WD, 91 тыс. км",Уфа,2800000
2,Mercedes-Benz,M-Class,2014,"3.0 л (249 л.с.), дизель, АКПП, 4WD, 166 тыс. км",Уфа,2400000
2,Mercedes-Benz,E-Class,1995,"2.3 л (150 л.с.), бензин, АКПП, задний, 300 тыс. км",Туймазы,230000
2,Mercedes-Benz,E-Class,2012,"1.8 л (184 л.с.), бензин, АКПП, задний, 173 тыс. км",Стерлитамак,995000
2,Mercedes-Benz,GLK-Class,2010,"2.1 л (170 л.с.), дизель, АКПП, 4WD, 215 тыс. км",Стерлитамак,1200000
2,Mercedes-Benz,E-Class,2002,"2.7 л (177 л.с.), дизель, механика, задний, 45 тыс. км",Белорецк,560000
2,Mercedes-Benz,C-Class,2011,"1.8 л (156 л.с.), бензин, АКПП, задний, < 1 тыс. км",Уфа,920000
2,Mercedes-Benz,GLC,2017,"2.1 л (204 л.с.), дизель, АКПП, 4WD, 121 тыс. км",Уфа,2900000
2,Mercedes-Benz,C-Class,2007,"1.8 л (184 л.с.), бензин, АКПП, задний, 310 тыс. км",Туймазы,680000
2,Mercedes-Benz,CLS-Class,2014,"2.1 л (204 л.с.), дизель, АКПП, 4WD, 161 тыс. км",Уфа,2399000
2,Mercedes-Benz,E-Class,2009,"3.0 л (231 л.с.), бензин, АКПП, задний",Стерлитамак,1130000
2,Mercedes-Benz,W123,1982,"2.0 л (109 л.с.), бензин, механика, задний, 450 тыс. км",Уфа,150000
2,Mercedes-Benz,E-Class,1996,"2.3 л (150 л.с.), бензин, АКПП, задний, 365 тыс. км",Янаул,395000
2,Mercedes-Benz,GLA-Class,2014,"2.0 л (211 л.с.), бензин, робот, 4WD, 107 тыс. км",Уфа,1850000
2,Mercedes-Benz,E-Class,2013,"3.5 л (249 л.с.), бензин, АКПП, задний, 125 тыс. км",Уфа,1850000
2,Mercedes-Benz,E-Class,2015,"2.1 л (204 л.с.), дизель, АКПП, 4WD, 224 тыс. км",Стерлитамак,2950000
2,Mercedes-Benz,B-Class,2007,"2.0 л (136 л.с.), бензин, вариатор, передний, 234 тыс. км",Уфа,555000
2,Mercedes-Benz,M-Class,2008,"3.5 л (272 л.с.), бензин, АКПП, 4WD, 159 тыс. км",Уфа,1340000
2,Mercedes-Benz,Vito,2016,"2.1 л (190 л.с.), дизель, АКПП, 4WD, 248 тыс. км",Уфа,2600000
2,Mercedes-Benz,M-Class,2007,"3.5 л (272 л.с.), бензин, АКПП, 4WD, 243 тыс. км",Уфа,1060000
2,Mercedes-Benz,C-Class,2007,"3.0 л (231 л.с.), бензин, АКПП, задний, 227 тыс. км",Салават,620000
2,Mercedes-Benz,S-Class,2008,"5.5 л (388 л.с.), бензин, АКПП, 4WD, 135 тыс. км",Уфа,950000
2,Mercedes-Benz,GLA-Class,2014,"2.0 л (211 л.с.), бензин, робот, 4WD, 95 тыс. км",Уфа,1570000
2,Mercedes-Benz,M-Class,2007,"3.5 л (272 л.с.), бензин, АКПП, 4WD",Уфа,680000
2,Mercedes-Benz,E-Class,2018,"2.0 л (184 л.с.), бензин, АКПП, задний, 96 тыс. км",Уфа,1980000
2,Mercedes-Benz,B-Class,2013,"1.6 л (122 л.с.), бензин, робот, передний, 144 тыс. км",Уфа,993000
2,Mercedes-Benz,G-Class,2014,"5.5 л (544 л.с.), бензин, АКПП, 4WD, 125 тыс. км",Уфа,6200000
2,Mercedes-Benz,GL-Class,2012,"4.7 л (435 л.с.), бензин, АКПП, 4WD, 155 тыс. км",Октябрьский,2625000
2,Mercedes-Benz,GL-Class,2012,"4.7 л (435 л.с.), бензин, АКПП, 4WD, 192 тыс. км",Уфа,3250000
2,Mercedes-Benz,M-Class,2014,"3.0 л (249 л.с.), дизель, АКПП, 4WD, 102 тыс. км",Уфа,2170000
2,Mercedes-Benz,E-Class,2010,"3.5 л (292 л.с.), бензин, АКПП, 4WD, 243 тыс. км",Стерлитамак,1357000
2,Mercedes-Benz,R-Class,2007,"3.5 л (272 л.с.), бензин, АКПП, 4WD, 227 тыс. км",Уфа,650000
2,Mercedes-Benz,GL-Class,2008,"5.5 л (388 л.с.), бензин, АКПП, 4WD, 280 тыс. км",Уфа,1200000
2,Mercedes-Benz,C-Class,2016,"1.6 л (150 л.с.), бензин, АКПП, задний, 112 тыс. км",Уфа,1949000
2,Mercedes-Benz,S-Class,2008,"5.5 л (388 л.с.), бензин, АКПП, 4WD, 262 тыс. км",Уфа,849000
2,Mercedes-Benz,Vito,2000,"2.1 л (102 л.с.), дизель, механика, передний",Сибай,450000
2,Mercedes-Benz,M-Class,2013,"3.0 л (333 л.с.), бензин, АКПП, 4WD, 163 тыс. км",Уфа,1945990
2,Mercedes-Benz,CLK-Class,2003,"2.6 л (170 л.с.), бензин, АКПП, задний, 325 тыс. км",Уфа,440000
2,Mercedes-Benz,GLC,2019,"2.0 л (194 л.с.), дизель, АКПП, 4WD, 60 тыс. км",Дюртюли,4800000
2,Mercedes-Benz,GLC Coupe,2018,"2.0 л (245 л.с.), бензин, АКПП, 4WD, 87 тыс. км",Туймазы,3750000
2,Mercedes-Benz,C-Class,2008,"1.8 л (156 л.с.), бензин, АКПП, задний, 200 тыс. км",Уфа,807000
2,Mercedes-Benz,CLS-Class,2018,"2.9 л (340 л.с.), дизель, АКПП, 4WD, 38 тыс. км",Уфа,4999999
2,Mercedes-Benz,CLK-Class,2003,"3.2 л (218 л.с.), бензин, автомат, задний, 143 тыс. км",Уфа,600000
2,Mercedes-Benz,S-Class,2000,"5.0 л (306 л.с.), бензин, АКПП, задний, 461 тыс. км",Стерлитамак,150000
2,Mercedes-Benz,C-Class,2012,"1.8 л (156 л.с.), бензин, АКПП, задний, 220 тыс. км",Уфа,1277000
2,Mercedes-Benz,C-Class,2010,"1.8 л (184 л.с.), бензин, АКПП, задний, 145 тыс. км",Уфа,880000
2,Mercedes-Benz,A-Class,2010,"1.7 л (116 л.с.), бензин, вариатор, передний, 90 тыс. км",Уфа,670000
2,Mercedes-Benz,C-Class,2002,"1.8 л (163 л.с.), бензин, АКПП, задний, 250 тыс. км",Учалы,480000
2,Mercedes-Benz,C-Class,2014,"2.0 л (211 л.с.), бензин, АКПП, задний, 50 тыс. км",Кумертау,2490000
2,Mercedes-Benz,GL-Class,2013,"3.0 л (249 л.с.), дизель, АКПП, 4WD, 161 тыс. км",Уфа,2600000
2,Mercedes-Benz,E-Class,2014,"3.5 л (249 л.с.), бензин, АКПП, 4WD, 124 тыс. км",Уфа,2000000
2,Mercedes-Benz,M-Class,2014,"3.5 л (249 л.с.), бензин, АКПП, 4WD, 171 тыс. км",Уфа,2535000
2,Mercedes-Benz,GLA-Class,2015,"2.0 л (211 л.с.), бензин, робот, 4WD, 161 тыс. км",Уфа,1679000
2,Mercedes-Benz,E-Class,2013,"2.0 л (184 л.с.), бензин, АКПП, задний, 170 тыс. км",Уфа,1720000
2,Mercedes-Benz,X-Class,2018,"2.3 л (190 л.с.), дизель, АКПП, 4WD, 96 тыс. км",Уфа,3000000
2,Mercedes-Benz,GLC,2018,"2.1 л (204 л.с.), дизель, АКПП, 4WD, 89 тыс. км",Стерлитамак,3250000
2,Mercedes-Benz,E-Class,2011,"1.8 л (184 л.с.), бензин, АКПП, задний, 253 тыс. км",Уфа,1170000
2,Mercedes-Benz,M-Class,2008,"3.5 л (272 л.с.), бензин, АКПП, 4WD, < 1 тыс. км",Уфа,750000
102,Mercedes-Benz,C-Class,2011,"1.8 л (156 л.с.), бензин, АКПП, задний, 256 тыс. км",Севастополь,999000
102,Mercedes-Benz,E-Class,2009,"2.1 л (204 л.с.), дизель, АКПП, задний, 305 тыс. км",Ялта,870000
102,Mercedes-Benz,CLS-Class,2018,"2.9 л (249 л.с.), дизель, АКПП, 4WD, 33 тыс. км",Симферополь,5300000
102,Mercedes-Benz,M-Class,2008,"3.0 л (224 л.с.), дизель, АКПП, 4WD, 379 тыс. км",Севастополь,1170000
102,Mercedes-Benz,E-Class,1988,"2.3 л (136 л.с.), бензин, механика, задний, 122 тыс. км",Севастополь,300000
102,Mercedes-Benz,M-Class,2006,"3.0 л (224 л.с.), дизель, АКПП, 4WD, 304 тыс. км",Симферополь,900000
102,Mercedes-Benz,A-Class,2014,"1.6 л (122 л.с.), бензин, робот, передний, 48 тыс. км",Севастополь,1370000
102,Mercedes-Benz,Vito,2016,"2.1 л (190 л.с.), дизель, АКПП, задний, 267 тыс. км",Симферополь,3100000
102,Mercedes-Benz,C-Class,2003,"2.1 л (115 л.с.), дизель, АКПП, задний, 425 тыс. км",Севастополь,440000
102,Mercedes-Benz,E-Class,2009,"2.1 л (204 л.с.), дизель, АКПП, задний, 295 тыс. км",Ялта,1000000
102,Mercedes-Benz,M-Class,1998,"3.2 л (218 л.с.), бензин, АКПП, 4WD, 230 тыс. км",Севастополь,379000
102,Mercedes-Benz,E-Class,1991,"2.0 л (118 л.с.), бензин, механика, задний, 269 тыс. км",Симферополь,300000
102,Mercedes-Benz,E-Class,2019,"2.0 л (197 л.с.), бензин, АКПП, задний, 40 тыс. км",Симферополь,3350000
102,Mercedes-Benz,GLC,2018,"2.1 л (170 л.с.), дизель, АКПП, 4WD, 97 тыс. км",Симферополь,3550000
102,Mercedes-Benz,Vito,2008,"2.1 л (116 л.с.), дизель, АКПП, задний, 215 тыс. км",Армянск,1130000
102,Mercedes-Benz,S-Class,2011,"3.5 л (306 л.с.), бензин, АКПП, 4WD, 240 тыс. км",Симферополь,1750000
102,Mercedes-Benz,C-Class,1997,"1.8 л (122 л.с.), бензин, АКПП, задний, 300 тыс. км",Симферополь,185000
102,Mercedes-Benz,E-Class,2012,"1.8 л (184 л.с.), бензин, АКПП, задний, 300 тыс. км",Симферополь,1100000
102,Mercedes-Benz,GL-Class,2013,"3.0 л (249 л.с.), дизель, АКПП, 4WD, 116 тыс. км",Симферополь,3300000
102,Mercedes-Benz,E-Class,2011,"1.8 л (184 л.с.), бензин, АКПП, задний, 129 тыс. км",Севастополь,1187000
102,Mercedes-Benz,GL-Class,2015,"3.0 л (249 л.с.), дизель, АКПП, 4WD, 205 тыс. км",Севастополь,3398000
102,Mercedes-Benz,GL-Class,2008,"5.5 л (388 л.с.), бензин, АКПП, 4WD, 157 тыс. км",Севастополь,1489000
102,Mercedes-Benz,CLS-Class,2014,"3.0 л (265 л.с.), дизель, АКПП, 4WD, 177 тыс. км",Севастополь,2499000
102,Mercedes-Benz,E-Class,2011,"1.8 л (184 л.с.), бензин, АКПП, задний, 209 тыс. км",Севастополь,1098000
102,Mercedes-Benz,E-Class,1998,"2.4 л (170 л.с.), бензин, механика, задний, 300 тыс. км",Кореиз,300000
102,Mercedes-Benz,GL-Class,2013,"3.0 л (249 л.с.), дизель, АКПП, 4WD, 170 тыс. км",Симферополь,2987000
102,Mercedes-Benz,Vito,2008,"2.1 л (116 л.с.), дизель, механика, задний, 348 тыс. км",Симферополь,1237000
102,Mercedes-Benz,GLA-Class,2014,"1.6 л (156 л.с.), бензин, робот, передний, 152 тыс. км",Севастополь,1599000
102,Mercedes-Benz,Vito,2009,"2.1 л (150 л.с.), дизель, АКПП, задний, 250 тыс. км",Симферополь,1600000
102,Mercedes-Benz,A-Class,2013,"1.6 л (122 л.с.), бензин, робот, передний, 150 тыс. км",Симферополь,1050000
102,Mercedes-Benz,GLC,2018,"2.1 л (170 л.с.), дизель, АКПП, 4WD, 138 тыс. км",Феодосия,2500000
102,Mercedes-Benz,Vito,2008,"2.1 л (150 л.с.), дизель, АКПП, задний, 285 тыс. км",Симферополь,1099000
102,Mercedes-Benz,Vito,2014,"2.1 л (95 л.с.), дизель, механика, задний, 200 тыс. км",Джанкой,1599000
102,Mercedes-Benz,GL-Class,2011,"3.0 л (224 л.с.), дизель, АКПП, 4WD, 287 тыс. км",Симферополь,2250000
102,Mercedes-Benz,S-Class,1997,"3.2 л (231 л.с.), бензин, АКПП, задний, 315 тыс. км,  серый",Ялта,550000
102,Mercedes-Benz,GLK-Class,2010,"3.0 л (224 л.с.), дизель, АКПП, 4WD, 151 тыс. км",Севастополь,1350000
102,Mercedes-Benz,C-Class,2007,"2.5 л (204 л.с.), бензин, АКПП, задний, 165 тыс. км",Алушта,620000
102,Mercedes-Benz,E-Class,2011,"3.0 л (231 л.с.), бензин, АКПП, задний, 186 тыс. км",Старый Крым,1250000
102,Mercedes-Benz,GLC Coupe,2017,"2.0 л (245 л.с.), бензин, АКПП, 4WD, 144 тыс. км",Симферополь,3350000
102,Mercedes-Benz,Vito,2004,"2.1 л (109 л.с.), дизель, механика, задний, 489 тыс. км",Джанкой,750000
102,Mercedes-Benz,CLK-Class,2001,"2.0 л (163 л.с.), бензин, механика, задний, 272 тыс. км",Севастополь,400000
102,Mercedes-Benz,GLC,2015,"2.1 л (204 л.с.), дизель, АКПП, 4WD, 126 тыс. км",Симферополь,2700000
102,Mercedes-Benz,GL-Class,2013,"3.0 л (249 л.с.), дизель, АКПП, 4WD, 165 тыс. км",Старый Крым,3200000
102,Mercedes-Benz,M-Class,2008,"3.5 л (272 л.с.), бензин, АКПП, 4WD, 202 тыс. км",Севастополь,1150000
102,Mercedes-Benz,S-Class,2006,"3.5 л (272 л.с.), бензин, АКПП, задний, 200 тыс. км",Симферополь,980000
102,Mercedes-Benz,190,1987,"2.0 л (72 л.с.), дизель, механика, задний, 100 тыс. км,  зеленый",Симферополь,90000
102,Mercedes-Benz,Vito,1997,"2.3 л (79 л.с.), дизель, механика, передний, 580 тыс. км,  синий",Симферополь,460000
102,Mercedes-Benz,E-Class,2004,"2.1 л (150 л.с.), дизель, АКПП, задний, 473 тыс. км",Симферополь,625000
102,Mercedes-Benz,E-Class,2000,"2.4 л (170 л.с.), бензин, АКПП, задний, 360 тыс. км",Севастополь,350000
102,Mercedes-Benz,GL-Class,2008,"3.0 л (224 л.с.), дизель, АКПП, 4WD, 165 тыс. км",Севастополь,1295000
102,Mercedes-Benz,GLS-Class,2016,"3.0 л (255 л.с.), дизель, АКПП, 4WD, 75 тыс. км",Алушта,4500000
